time,line_id,line_name,station_id,station_name,inflow_30m,outflow_30m,crowding,congestion,weather,temperature,online_vehicle,total_vehicle,headway,is_peak
2024-04-07 06:04:00,31f975ac1fa38166b5ca3eb552503516,206路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,79,25,0.827,0.771,晴,32.7,14,14,10.1,1
2024-04-07 06:04:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,16f2fe2ff2b9cfc296f58e44ff01bb00,金帝服装厂,54,10,0.682,0.528,多云,23.6,12,14,9.7,1
2024-04-07 06:05:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,91272eda9927c4862979e668d0295d1f,协信花园,207,122,0.928,0.966,雷阵雨,12.7,13,14,18.4,0
2024-04-07 06:05:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fab859ef347c3152b7c1b1c576d51220,人武部,21,12,0.794,0.6,小雨,17.2,18,22,10.1,1
2024-04-07 06:05:00,31f975ac1fa38166b5ca3eb552503516,206路,67e9fe2aa29b3d134d94f485d0de324a,三机关,150,34,0.784,0.528,阴,5.3,10,14,9.2,0
2024-04-07 06:05:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,7590b83cb4649b9bc208d2b94c5cd349,邮政局,19,9,0.628,0.581,阴,33.7,11,14,8.9,1
2024-04-07 06:05:00,2784f60394214283364aa4321717a939,104路,c32bcb4645490e5d7200359302437cd3,实验中学,17,4,0.658,0.999,阴,23.7,9,14,23.3,0
2024-04-07 06:05:00,21c4fd80af0c3078a9bd828c0a66a048,202路,fab859ef347c3152b7c1b1c576d51220,人武部,48,12,0.771,0.66,阴,21.2,15,19,11.0,1
2024-04-07 06:05:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,97829a59879c4da2fd4d3497526a7c7a,人武部,57,20,0.553,0.575,晴,26.5,11,14,9.0,1
2024-04-07 06:05:00,d288657336e08c8f69db3df62d8f24c1,107B路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,29,21,0.511,0.55,小雨,32.1,7,9,8.9,1
2024-04-07 06:05:00,c2b333726a91ce0fb6190c8e428177d5,101路,c32bcb4645490e5d7200359302437cd3,实验中学,82,50,0.927,0.612,小雨,14.7,19,19,10.1,1
2024-04-07 06:05:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,e8d1bd9015e579cc627fa1da18937c02,十五中,10,5,0.543,0.952,小雨,5.1,10,17,33.9,0
2024-04-07 06:05:00,14cb7122f64146b02a21c2c791af904d,102路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,70,48,0.941,0.647,小雨,33.0,20,20,10.6,1
2024-04-07 06:05:00,21c4fd80af0c3078a9bd828c0a66a048,202路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,18,7,0.343,0.996,阴,5.7,14,19,28.8,0
2024-04-07 06:05:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,142,75,0.972,0.802,大雪,19.7,12,14,25.6,0
2024-04-07 06:06:00,21c4fd80af0c3078a9bd828c0a66a048,202路,97829a59879c4da2fd4d3497526a7c7a,人武部,32,18,0.809,0.569,多云,12.2,15,19,10.9,1
2024-04-07 06:06:00,21c4fd80af0c3078a9bd828c0a66a048,202路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,237,131,0.982,0.595,阴,17.5,12,19,12.2,1
2024-04-07 06:06:00,c2b333726a91ce0fb6190c8e428177d5,101路,e59bc529c71f917f694d120f2061d05b,中心医院,39,29,0.83,0.538,晴,12.1,15,19,11.4,1
2024-04-07 06:07:00,0579abf0fa4403b90a190dbaea38636c,127路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,54,41,0.88,0.633,多云,24.0,19,19,10.8,1
2024-04-07 06:07:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,e59bc529c71f917f694d120f2061d05b,中心医院,117,60,0.926,0.504,晴,17.2,16,22,11.1,0
2024-04-07 06:07:00,2784f60394214283364aa4321717a939,104路,74b4ed846dccb4a0966a1a7dea8cf2c8,电信局,156,79,0.873,0.554,阴,23.5,11,14,11.0,1
2024-04-07 06:07:00,14cb7122f64146b02a21c2c791af904d,102路,838ce30c2b489ac6d46efc8373f8e11f,南门山（重百）,48,30,0.755,0.614,小雨,7.4,20,20,11.4,1
2024-04-07 06:07:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,79,47,0.832,0.633,小雨,12.9,14,14,11.4,1
2024-04-07 06:07:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,e65b76b55f4e5eaa894486edf90a6878,森林公园,37,26,0.843,0.771,小雨,24.0,17,17,8.7,1
2024-04-07 06:07:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,36,16,0.892,0.724,阴,13.0,22,22,10.2,1
2024-04-07 06:07:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,214,138,0.919,0.863,大雪,14.0,19,22,19.6,1
2024-04-07 06:07:00,31f975ac1fa38166b5ca3eb552503516,206路,fe24e7558457ffb3668f9b88e6746382,奥体中心,67,24,0.657,0.735,多云,33.1,10,14,10.1,1
2024-04-07 06:07:00,14cb7122f64146b02a21c2c791af904d,102路,838ce30c2b489ac6d46efc8373f8e11f,南门山（重百）,154,58,0.824,0.58,晴,27.6,13,20,8.4,1
2024-04-07 06:07:00,2784f60394214283364aa4321717a939,104路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,64,29,0.756,0.721,多云,28.9,14,14,10.2,1
2024-04-07 06:07:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,51,31,0.767,0.596,晴,13.9,11,14,8.7,1
2024-04-07 06:08:00,14cb7122f64146b02a21c2c791af904d,102路,1728188a4355d1263bb2fb3b086c3429,三中院,250,73,0.893,0.805,大雨,6.2,18,20,24.8,0
2024-04-07 06:08:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,95,46,0.896,0.79,小雨,10.4,17,17,9.5,1
2024-04-07 06:08:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,e8d1bd9015e579cc627fa1da18937c02,十五中,166,34,0.874,0.83,大雨,17.5,7,8,15.9,1
2024-04-07 06:08:00,31f975ac1fa38166b5ca3eb552503516,206路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,46,34,0.638,0.603,多云,19.8,10,14,8.8,1
2024-04-07 06:08:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,67e9fe2aa29b3d134d94f485d0de324a,三机关,56,21,0.932,0.783,阴,20.6,14,14,10.7,1
2024-04-07 06:08:00,14cb7122f64146b02a21c2c791af904d,102路,e8d1bd9015e579cc627fa1da18937c02,十五中,27,18,0.693,0.628,多云,9.3,15,20,8.0,1
2024-04-07 06:08:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,8cdb08e54ac324ab4a3aab6111b88270,泽胜温泉城（西门）,16,9,0.753,0.542,小雨,11.5,11,14,11.5,1
2024-04-07 06:08:00,2784f60394214283364aa4321717a939,104路,b3a4a450c421c8eae38cfd4850b22ea1,大华公寓,50,15,0.86,0.613,小雨,9.6,14,14,10.0,1
2024-04-07 06:08:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,5,2,0.407,0.942,多云,21.2,16,22,29.3,0
2024-04-07 06:09:00,d288657336e08c8f69db3df62d8f24c1,107B路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,36,26,0.503,0.538,阴,20.0,7,9,10.5,1
2024-04-07 06:09:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,b3a4a450c421c8eae38cfd4850b22ea1,大华公寓,60,30,0.923,0.612,小雨,31.6,14,14,9.4,1
2024-04-07 06:09:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,24,18,0.555,0.73,阴,20.7,17,22,8.4,1
2024-04-07 06:09:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,317,105,0.948,0.903,暴雨,29.6,14,17,24.9,1
2024-04-07 06:09:00,2784f60394214283364aa4321717a939,104路,16f2fe2ff2b9cfc296f58e44ff01bb00,金帝服装厂,152,95,0.947,0.478,阴,22.1,10,14,9.6,0
2024-04-07 06:09:00,14cb7122f64146b02a21c2c791af904d,102路,94be7727456cfe592dcc3919ba3ab93e,十八中,40,12,0.518,0.645,晴,10.2,15,20,11.3,1
2024-04-07 06:09:00,31f975ac1fa38166b5ca3eb552503516,206路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,20,10,0.552,0.996,阴,21.7,11,14,41.6,0
2024-04-07 06:09:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,37f9b6342afd28b250930f1365636352,四环明珠,136,42,0.712,0.435,晴,25.7,6,8,9.6,1
2024-04-07 06:09:00,c2b333726a91ce0fb6190c8e428177d5,101路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,102,34,0.972,0.777,小雨,10.7,19,19,9.6,1
2024-04-07 06:09:00,c2b333726a91ce0fb6190c8e428177d5,101路,eaa33713ea5567ae15d489abd052d999,公安局,52,23,0.724,0.668,晴,24.4,13,19,10.6,1
2024-04-07 06:09:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,57,29,0.605,0.663,小雨,18.8,11,14,8.5,1
2024-04-07 06:09:00,d288657336e08c8f69db3df62d8f24c1,107B路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,183,87,0.982,0.912,大雪,7.6,8,9,21.7,1
2024-04-07 06:09:00,c2b333726a91ce0fb6190c8e428177d5,101路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,28,22,0.516,0.6,小雨,18.6,14,19,8.6,1
2024-04-07 06:10:00,31f975ac1fa38166b5ca3eb552503516,206路,8cdb08e54ac324ab4a3aab6111b88270,泽胜温泉城（西门）,45,17,0.643,0.533,阴,24.7,11,14,8.1,1
2024-04-07 06:10:00,31f975ac1fa38166b5ca3eb552503516,206路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,57,40,0.683,0.673,晴,32.6,11,14,11.4,1
2024-04-07 06:10:00,d288657336e08c8f69db3df62d8f24c1,107B路,74b4ed846dccb4a0966a1a7dea8cf2c8,电信局,24,6,0.598,0.672,多云,17.4,7,9,8.3,1
2024-04-07 06:10:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,63,35,0.775,0.505,多云,34.2,11,14,10.0,1
2024-04-07 06:10:00,d288657336e08c8f69db3df62d8f24c1,107B路,abb796ab1c56bf68b73a41b1e8721022,新大兴,124,72,0.83,0.572,晴,5.5,7,9,12.5,0
2024-04-07 06:10:00,2784f60394214283364aa4321717a939,104路,fab859ef347c3152b7c1b1c576d51220,人武部,71,29,0.786,0.519,多云,16.5,10,14,9.4,1
2024-04-07 06:10:00,c2b333726a91ce0fb6190c8e428177d5,101路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,51,13,0.606,0.563,多云,26.2,15,19,11.6,1
2024-04-07 06:10:00,21c4fd80af0c3078a9bd828c0a66a048,202路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,62,29,0.704,0.635,阴,33.2,14,19,8.5,1
2024-04-07 06:10:00,31f975ac1fa38166b5ca3eb552503516,206路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,29,23,0.861,0.619,多云,13.5,10,14,9.1,1
2024-04-07 06:10:00,c2b333726a91ce0fb6190c8e428177d5,101路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,67,21,0.801,0.621,小雨,22.1,19,19,8.8,1
2024-04-07 06:11:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,908495d0e3b05ab3a38965a3e96387aa,黎明路口,143,56,0.777,0.501,小雨,15.2,10,14,13.3,1
2024-04-07 06:11:00,2784f60394214283364aa4321717a939,104路,cf1b2effc271a229633de5945d3c54b4,城六校（乌江校区）,55,40,0.651,0.731,多云,16.9,12,14,10.6,1
2024-04-07 06:11:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,13b2c5d60d504291bd137e06cc6a766d,江东花苑,50,27,0.616,0.573,晴,6.5,6,8,10.8,1
2024-04-07 06:11:00,0579abf0fa4403b90a190dbaea38636c,127路,16f2fe2ff2b9cfc296f58e44ff01bb00,金帝服装厂,67,25,0.818,0.663,小雨,5.3,19,19,11.5,1
2024-04-07 06:11:00,14cb7122f64146b02a21c2c791af904d,102路,e8d1bd9015e579cc627fa1da18937c02,十五中,43,10,0.795,0.607,晴,17.8,20,20,9.4,1
2024-04-07 06:11:00,14cb7122f64146b02a21c2c791af904d,102路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,38,12,0.59,0.73,多云,16.8,16,20,9.5,1
2024-04-07 06:11:00,31f975ac1fa38166b5ca3eb552503516,206路,8e9f6f74309c8bedf3d317aea394b851,朋乐路口,30,18,0.565,0.568,多云,34.7,11,14,10.0,1
2024-04-07 06:11:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,e59bc529c71f917f694d120f2061d05b,中心医院,183,102,0.837,0.498,多云,24.0,14,22,14.4,0
2024-04-07 06:11:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,47,17,0.792,0.514,阴,31.1,10,14,8.3,1
2024-04-07 06:11:00,c2b333726a91ce0fb6190c8e428177d5,101路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,33,26,0.523,0.634,小雨,27.2,14,19,9.5,1
2024-04-07 06:11:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,24,9,0.656,0.548,小雨,11.5,7,8,10.9,1
2024-04-07 06:11:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,40,26,0.612,0.695,多云,13.4,18,22,9.6,1
2024-04-07 06:11:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,48,21,0.801,0.658,阴,16.9,14,14,10.2,1
2024-04-07 06:12:00,2784f60394214283364aa4321717a939,104路,13b2c5d60d504291bd137e06cc6a766d,江东花苑,59,34,0.631,0.738,小雨,22.1,10,14,10.9,1
2024-04-07 06:12:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,f7aeb848e101cfa4978d9503f33fd943,图书馆,54,20,0.622,0.522,多云,19.1,12,17,8.4,1
2024-04-07 06:12:00,d288657336e08c8f69db3df62d8f24c1,107B路,e59bc529c71f917f694d120f2061d05b,中心医院,325,252,0.949,0.93,雷阵雨,8.6,8,9,24.0,1
2024-04-07 06:12:00,d288657336e08c8f69db3df62d8f24c1,107B路,566b03152a15562132d0e21811e08915,中天广场,43,13,0.837,0.612,多云,8.8,7,9,9.5,1
2024-04-07 06:12:00,0579abf0fa4403b90a190dbaea38636c,127路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,219,97,0.832,0.579,小雨,34.3,14,19,14.6,1
2024-04-07 06:13:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,35,26,0.77,0.55,小雨,11.2,11,14,9.8,1
2024-04-07 06:13:00,2784f60394214283364aa4321717a939,104路,566b03152a15562132d0e21811e08915,中天广场,67,29,0.632,0.515,多云,11.0,10,14,10.9,1
2024-04-07 06:13:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,30,19,0.749,0.581,小雨,17.9,10,14,8.9,1
2024-04-07 06:13:00,21c4fd80af0c3078a9bd828c0a66a048,202路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,81,23,0.971,0.699,阴,26.6,19,19,10.1,1
2024-04-07 06:13:00,14cb7122f64146b02a21c2c791af904d,102路,37f9b6342afd28b250930f1365636352,四环明珠,112,61,0.909,0.892,大雨,6.1,18,20,21.8,0
2024-04-07 06:13:00,d288657336e08c8f69db3df62d8f24c1,107B路,1728188a4355d1263bb2fb3b086c3429,三中院,51,38,0.623,0.628,多云,12.4,7,9,10.1,1
2024-04-07 06:13:00,2784f60394214283364aa4321717a939,104路,838ce30c2b489ac6d46efc8373f8e11f,南门山（重百）,96,59,0.856,0.893,雷阵雨,13.1,13,14,15.4,0
2024-04-07 06:13:00,14cb7122f64146b02a21c2c791af904d,102路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,187,94,1.0,0.978,大雨,12.6,18,20,24.5,1
2024-04-07 06:13:00,c2b333726a91ce0fb6190c8e428177d5,101路,e1a0eff15de911bb71b27e7341073cd0,南门山（国美）,163,75,0.863,0.93,大雪,22.5,15,19,19.3,1
2024-04-07 06:14:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,119,78,0.926,0.914,雷阵雨,12.1,13,14,17.1,1
2024-04-07 06:14:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,181,129,0.97,0.45,晴,9.2,11,14,8.2,0
2024-04-07 06:14:00,0579abf0fa4403b90a190dbaea38636c,127路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,26,16,0.678,0.629,晴,18.1,15,19,11.6,1
2024-04-07 06:14:00,2784f60394214283364aa4321717a939,104路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,39,23,0.945,0.756,阴,5.1,14,14,11.6,1
2024-04-07 06:14:00,2784f60394214283364aa4321717a939,104路,396c1979928ef81d9d2ccfbd2864a0b3,大塘路口,51,28,0.683,0.693,晴,20.7,11,14,10.2,1
2024-04-07 06:14:00,d288657336e08c8f69db3df62d8f24c1,107B路,21005f637bb21f043583d75ba127a3c2,兴华花园,47,23,0.881,0.735,小雨,5.2,9,9,9.2,1
2024-04-07 06:14:00,d288657336e08c8f69db3df62d8f24c1,107B路,e8d1bd9015e579cc627fa1da18937c02,十五中,53,19,0.634,0.743,阴,31.2,8,9,11.5,1
2024-04-07 06:14:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,566b03152a15562132d0e21811e08915,中天广场,48,17,0.755,0.598,小雨,29.8,17,22,10.6,1
2024-04-07 06:14:00,c2b333726a91ce0fb6190c8e428177d5,101路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,56,30,0.687,0.62,晴,16.5,15,19,10.9,1
2024-04-07 06:14:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e59bc529c71f917f694d120f2061d05b,中心医院,31,19,0.611,0.723,多云,13.4,11,14,8.7,1
2024-04-07 06:14:00,d288657336e08c8f69db3df62d8f24c1,107B路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,270,184,0.91,0.864,大雪,22.8,8,9,25.3,0
2024-04-07 06:14:00,c2b333726a91ce0fb6190c8e428177d5,101路,f7aeb848e101cfa4978d9503f33fd943,图书馆,17,6,0.592,0.746,多云,10.7,16,19,10.0,1
2024-04-07 06:14:00,14cb7122f64146b02a21c2c791af904d,102路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,24,11,0.826,0.527,多云,22.6,17,20,11.6,1
2024-04-07 06:15:00,14cb7122f64146b02a21c2c791af904d,102路,e65b76b55f4e5eaa894486edf90a6878,森林公园,121,29,0.932,0.801,大雨,23.8,17,20,15.3,1
2024-04-07 06:15:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,566b03152a15562132d0e21811e08915,中天广场,79,28,0.841,0.663,小雨,24.6,17,17,10.4,1
2024-04-07 06:15:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,4847a31e8e4b56724a442bed9b002c43,森林公园,11,7,0.36,0.915,晴,10.9,12,17,34.6,0
2024-04-07 06:15:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,83da1c91a60b0425615225a81a7a2266,水务局,34,18,0.836,0.725,晴,27.4,8,8,11.3,1
